sample_row_id,sample_date,sample_time,sample_datetime,raw_sampling_site,site_name,major_category,sample_location,chlorophyll_ugl_replicate_1,chlorophyll_ugl_replicate_2,chlorophyll_ugl_replicate_3,chlorophyll_ugl_mean,chlorophyll_ugl_std,chlorophyll_ugl_min,chlorophyll_ugl_max,chlorophyll_ugl_replicate_count,phycocyanin_ugl_replicate_1,phycocyanin_ugl_replicate_2,phycocyanin_ugl_replicate_3,phycocyanin_ugl_mean,phycocyanin_ugl_std,phycocyanin_ugl_min,phycocyanin_ugl_max,phycocyanin_ugl_replicate_count,phycocyanin_to_chlorophyll_ratio_replicate_1,phycocyanin_to_chlorophyll_ratio_replicate_2,phycocyanin_to_chlorophyll_ratio_replicate_3,phycocyanin_to_chlorophyll_ratio_mean,phycocyanin_to_chlorophyll_ratio_std,phycocyanin_to_chlorophyll_ratio_min,phycocyanin_to_chlorophyll_ratio_max,phycocyanin_to_chlorophyll_ratio_replicate_count,sample_depth_feet,water_temperature_c,ph,orp_mv,specific_conductivity_us_cm,dissolved_oxygen_mg_l,turbidity_ntu,x_coordinate,y_coordinate
sample_0238,2024-10-31,11:05,2024-10-31T11:05,Mashapaug_Pond,Mashapaug Pond,Category_2,shore,0.6,0.78,0.86,0.746667,0.133167,0.6,0.86,3,10.74,16.96,15.71,14.47,3.290182,10.74,16.96,3,17.9,21.74,18.26,19.3,2.120755,17.9,21.74,3,0.1,,,,,,,-71.435403,41.793298
sample_0239,2024-10-31,11:20,2024-10-31T11:20,Tongue_Pond,Tongue Pond,Category_2,shore,2.4,2.7,2.22,2.44,0.242487,2.22,2.7,3,6,11.98,8.25,8.743333,3.02037,6,11.98,3,2.5,4.43,3.71,3.546667,0.975312,2.5,4.43,3,0.1,,,,,,,-71.442262,41.798313
sample_0240,2025-06-11,14:46,2025-06-11T14:46,Mashapaug_Pond,Mashapaug Pond,Category_2,shore,0.93,1.24,1.29,1.153333,0.195021,0.93,1.29,3,19.69,20.44,20.19,20.106667,0.381881,19.69,20.44,3,21.17,16.48,15.65,17.766667,2.976446,15.65,21.17,3,0.1,,,,,,,-71.434323,41.789201
sample_0241,2025-06-11,15:32,2025-06-11T15:32,Tongue_Pond,Tongue Pond,Category_2,shore,2.58,2.01,2.03,2.206667,0.323471,2.01,2.58,3,12.98,9.75,6.5,9.743333,3.240005,6.5,12.98,3,5.09,4.85,3.2,4.38,1.028931,3.2,5.09,3,0.1,,,,,,,-71.44295,41.79834
sample_0242,2025-06-11,14:00,2025-06-11T14:00,Deep_Spring_Lake,Deep Spring Lake,Category_1,shore,1.22,1.04,1.94,1.4,0.476235,1.04,1.94,3,2.75,4,3.25,3.333333,0.629153,2.75,4,3,2.25,3.84,1.67,2.586667,1.123492,1.67,3.84,3,0.1,,,,,,,-71.414781,41.778075
sample_0243,2025-06-11,13:45,2025-06-11T13:45,Cunliff_Lake,Cunliff Lake,Category_1,shore,2.5,2.85,2.71,2.686667,0.176163,2.5,2.85,3,3.75,9.75,5.25,6.25,3.122499,3.75,9.75,3,1.5,3.42,1.93,2.283333,1.007588,1.5,3.42,3,0.1,,,,,,,-71.41579,41.77633
sample_0244,2025-06-11,15:07,2025-06-11T15:07,Spectacle_Pond,Spectacle Pond,Category_2,shore,1.79,1.99,1.81,1.863333,0.110151,1.79,1.99,3,4.75,5.75,4.75,5.083333,0.57735,4.75,5.75,3,2.65,2.88,2.62,2.716667,0.142244,2.62,2.88,3,0.1,,,,,,,-71.44271,41.79039
sample_0245,2025-06-11,14:20,2025-06-11T14:20,Fenner_Pond,Fenner Pond,Category_1,shore,1.62,1.73,1.98,1.776667,0.184481,1.62,1.98,3,3.25,2.25,2.75,2.75,0.5,2.25,3.25,3,2,1.3,1.38,1.56,0.383145,1.3,2,3,0.1,,,,,,,-71.420001,41.770262
sample_0246,2025-06-18,13:33,2025-06-18T13:33,Fenner_Pond,Fenner Pond,Category_1,shore,1.81,2.18,2,1.996667,0.185023,1.81,2.18,3,26.65,31.62,31.38,29.883333,2.802719,26.65,31.62,3,14.72,14.5,15.69,14.97,0.633167,14.5,15.69,3,0.1,,,,,,,-71.420246,41.769917
sample_0247,2025-06-18,14:07,2025-06-18T14:07,Mashapaug_Pond,Mashapaug Pond,Category_2,shore,0.75,0.78,0.85,0.793333,0.051316,0.75,0.85,3,19.19,16.46,16.96,17.536667,1.45349,16.46,19.19,3,25.58,21.1,16.96,21.213333,4.311117,16.96,25.58,3,0.1,,,,,,,-71.435182,41.793895
sample_0248,2025-06-18,14:35,2025-06-18T14:35,Spectacle_Pond,Spectacle Pond,Category_2,shore,1.23,1.72,1.47,1.473333,0.245017,1.23,1.72,3,17.2,18.45,18.7,18.116667,0.803638,17.2,18.7,3,13.98,10.72,12.72,12.473333,1.643938,10.72,13.98,3,0.1,,,,,,,-71.44158,41.788571
sample_0249,2025-06-18,14:54,2025-06-18T14:54,Tongue_Pond,Tongue Pond,Category_2,shore,2.13,2.59,2.23,2.316667,0.241937,2.13,2.59,3,3.75,3,3.25,3.333333,0.381881,3,3.75,3,1.76,1.15,1.45,1.453333,0.305014,1.15,1.76,3,0.1,,,,,,,-71.442231,41.798086
sample_0250,2025-06-18,15:24,2025-06-18T15:24,Cunliff_Lake,Cunliff Lake,Category_1,shore,2.22,1.97,2.31,2.166667,0.176163,1.97,2.31,3,4.75,5,4,4.583333,0.520416,4,5,3,2.13,2.53,1.73,2.13,0.4,1.73,2.53,3,0.1,,,,,,,-71.414019,41.777231
sample_0251,2025-06-18,15:34,2025-06-18T15:34,Deep_Spring_Lake,Deep Spring Lake,Category_1,shore,1.03,0.85,0.92,0.933333,0.090738,0.85,1.03,3,3.25,3.75,3.75,3.583333,0.288675,3.25,3.75,3,3.15,4.41,4.07,3.876667,0.651869,3.15,4.41,3,0.1,,,,,,,-71.414744,41.777863
sample_0252,2025-06-18,16:06,2025-06-18T16:06,Polo_Lake,Polo Lake,Category_1,shore,2.21,2.09,2.06,2.12,0.079373,2.06,2.21,3,7,6,7.25,6.75,0.661438,6,7.25,3,3.16,2.87,3.51,3.18,0.320468,2.87,3.51,3,0.1,,,,,,,-71.415284,41.786151
sample_0253,2025-06-18,16:32,2025-06-18T16:32,Roosevelt_Lake,Roosevelt Lake,Category_1,shore,1.45,1.39,1.3,1.38,0.075498,1.3,1.45,3,107.21,106.71,112.44,108.786667,3.173741,106.71,112.44,3,73.93,76.76,86.49,79.06,6.588315,73.93,86.49,3,0.1,,,,,,,-71.415823,41.784539
sample_0254,2025-06-20,11:00,2025-06-20T11:00,Roosevelt_Lake,Roosevelt Lake,Category_1,center,0.63,0.48,0.66,0.59,0.096437,0.48,0.66,3,10.99,7.75,12.73,10.49,2.52737,7.75,12.73,3,17.44,16.14,19.28,17.62,1.57772,16.14,19.28,3,1,24.2,,,490.9,9.41,,-71.417317,41.782824
sample_0255,2025-06-20,11:11,2025-06-20T11:11,Polo_Lake,Polo Lake,Category_1,center,1.2,1.4,1.25,1.283333,0.104083,1.2,1.4,3,5,10.49,4.75,6.746667,3.244231,4.75,10.49,3,4.16,7.49,3.8,5.15,2.034478,3.8,7.49,3,1,25.9,,,466.9,6.43,,-71.415416,41.787165
sample_0256,2025-06-20,11:24,2025-06-20T11:24,Willow_Lake,Willow Lake,Category_1,center,0.72,0.59,0.56,0.623333,0.085049,0.56,0.72,3,10,10.74,10.24,10.326667,0.377536,10,10.74,3,13.88,18.2,18.28,16.786667,2.517565,13.88,18.28,3,1,25.9,,,466.9,6.43,,-71.414824,41.784894
sample_0257,2025-06-20,11:35,2025-06-20T11:35,Pleasure_Lake,Pleasure Lake,Category_1,center,1.32,1.7,1.59,1.536667,0.195533,1.32,1.7,3,10.49,6.75,10.79,9.343333,2.250896,6.75,10.79,3,7.94,3.97,6.75,6.22,2.037376,3.97,7.94,3,1,25,,,475.4,9,,-71.410515,41.785225
sample_0258,2025-06-20,11:51,2025-06-20T11:51,Edgewood_Lake,Edgewood Lake,Category_1,center,0.91,1.49,1.49,1.296667,0.334863,0.91,1.49,3,7,14.47,18.2,13.223333,5.703125,7,18.2,3,7.69,9.71,12.46,9.953333,2.394292,7.69,12.46,3,1,25.9,,,471.4,8.15,,-71.405411,41.781966
sample_0259,2025-06-20,12:00,2025-06-20T12:00,Cunliff_Lake,Cunliff Lake,Category_1,center,1.51,1.38,1.39,1.426667,0.072342,1.38,1.51,3,8.25,9,3,6.75,3.269174,3,9,3,5.46,6.52,2.15,4.71,2.279496,2.15,6.52,3,1,24.8,,,473.1,7.75,,-71.411537,41.780676
sample_0260,2025-06-20,12:25,2025-06-20T12:25,Elm_Lake,Elm Lake,Category_1,center,0.65,0.8,0.8,0.75,0.086603,0.65,0.8,3,0.1,0.1,0.1,0.1,0,0.1,0.1,3,0.15,0.12,0.12,0.13,0.017321,0.12,0.15,3,1,24.8,,,472.5,7.25,,-71.411514,41.775074
sample_0261,2025-06-26,11:00,2025-06-26T11:00,Roosevelt_Lake,Roosevelt Lake,Category_1,shore,1.35,1.1,1.06,1.17,0.157162,1.06,1.35,3,3.25,5.25,2.75,3.75,1.322876,2.75,5.25,3,2.4,4.77,2.59,3.253333,1.316903,2.4,4.77,3,1,,,,,,,-71.415854,41.784366
sample_0262,2025-06-26,11:14,2025-06-26T11:14,Polo_Lake,Polo Lake,Category_1,shore,3.04,2.83,3.14,3.003333,0.158219,2.83,3.14,3,43.06,42.56,54.75,46.79,6.898094,42.56,54.75,3,14.16,15.03,17.43,15.54,1.693606,14.16,17.43,3,0.5,,,,,,,-71.415814,41.786246
sample_0263,2025-06-26,11:18,2025-06-26T11:18,Cunliff_Lake,Cunliff Lake,Category_1,shore,2.6,2.34,3.06,2.666667,0.3646,2.34,3.06,3,3.75,3.75,5.25,4.25,0.866025,3.75,5.25,3,1.44,1.6,1.71,1.583333,0.135769,1.44,1.71,3,0.5,,,,,,,-71.414024,41.777237
sample_0264,2025-06-26,11:35,2025-06-26T11:35,Deep_Spring_Lake,Deep Spring Lake,Category_1,shore,1.19,1.67,2.23,1.696667,0.520513,1.19,2.23,3,0.32,1.25,2.25,1.273333,0.965212,0.32,2.25,3,0.26,0.74,1,0.666667,0.375411,0.26,1,3,0.5,,,,,,,-71.414955,41.776704
sample_0265,2025-06-26,11:46,2025-06-26T11:46,Fenner_Pond,Fenner Pond,Category_1,shore,3.61,3.35,3.22,3.393333,0.198578,3.22,3.61,3,0.1,0.1,0.1,0.1,0,0.1,0.1,3,0.03,0.03,0.03,0.03,0,0.03,0.03,3,0.5,,,,,,,-71.420344,41.769871
sample_0266,2025-06-26,12:13,2025-06-26T12:13,Mashapaug_Pond,Mashapaug Pond,Category_2,shore,0.45,0.36,0.34,0.383333,0.058595,0.34,0.45,3,5.5,5.5,12.23,7.743333,3.885567,5.5,12.23,3,12.22,15.27,34.94,20.81,12.331598,12.22,34.94,3,0.5,,,,,,,-71.435576,41.79317
sample_0267,2025-06-26,12:34,2025-06-26T12:34,Spectacle_Pond,Spectacle Pond,Category_2,shore,2.02,2.01,1.84,1.956667,0.10116,1.84,2.02,3,7.75,10,9.25,9,1.145644,7.75,10,3,3.83,4.97,5.02,4.606667,0.673078,3.83,5.02,3,0.5,,,,,,,-71.441334,41.787828
sample_0268,2025-06-26,12:50,2025-06-26T12:50,Tongue_Pond,Tongue Pond,Category_2,shore,1.38,1.43,1.51,1.44,0.065574,1.38,1.51,3,3.25,3,3.25,3.166667,0.144338,3,3.25,3,2.35,2.09,2.15,2.196667,0.136137,2.09,2.35,3,0.1,,,,,,,-71.442309,41.798097
sample_0269,2025-06-27,10:59,2025-06-27T10:59,Roosevelt_Lake,Roosevelt Lake,Category_1,center,0.68,0.62,0.55,0.616667,0.065064,0.55,0.68,3,10.74,5.25,10,8.663333,2.979099,5.25,10.74,3,15.79,8.46,18.18,14.143333,5.064902,8.46,18.18,3,0.7,24.8,,,488.8,6.97,2.7,-71.417189,41.782885
sample_0270,2025-06-27,11:20,2025-06-27T11:20,Polo_Lake,Polo Lake,Category_1,center,3.39,3.55,3.39,3.443333,0.092376,3.39,3.55,3,239.83,279.65,239.83,253.103333,22.990088,239.83,279.65,3,70.74,78.77,70.74,73.416667,4.636123,70.74,78.77,3,0.1,25.7,,,491.1,4.18,10.2,-71.415394,41.786362
sample_0271,2025-06-27,11:31,2025-06-27T11:31,Willow_Lake,Willow Lake,Category_1,center,0.51,0.51,0.48,0.5,0.017321,0.48,0.51,3,6.5,6.25,5.75,6.166667,0.381881,5.75,6.5,3,12.74,12.25,11.97,12.32,0.389744,11.97,12.74,3,0.1,25.5,,,501,4.13,5.15,-71.414564,41.784789
sample_0272,2025-06-27,11:42,2025-06-27T11:42,Pleasure_Lake,Pleasure Lake,Category_1,center,1.23,1.29,0.97,1.163333,0.170098,0.97,1.29,3,15.22,13.23,5,11.15,5.418201,5,15.22,3,12.37,10.25,5.15,9.256667,3.711083,5.15,12.37,3,1,26.1,,,491.9,6.9,7.9,-71.409724,41.785583
sample_0273,2025-06-27,11:59,2025-06-27T11:59,Edgewood_Lake,Edgewood Lake,Category_1,center,2.49,1.69,1.19,1.79,0.655744,1.19,2.49,3,2.23,0.77,2.75,1.916667,1.026515,0.77,2.75,3,0.9,0.45,1.38,0.91,0.465081,0.45,1.38,3,1,26.7,,,488.1,5.34,6.7,-71.405175,41.782831
sample_0274,2025-06-27,12:13,2025-06-27T12:13,Cunliff_Lake,Cunliff Lake,Category_1,center,0.7,0.74,0.58,0.673333,0.083267,0.58,0.74,3,2.25,0.1,0.32,0.89,1.18292,0.1,2.25,3,3.21,0.13,0.55,1.296667,1.670249,0.13,3.21,3,1,26.5,,,487.1,5.2,6.97,-71.411869,41.780591
sample_0275,2025-06-27,12:30,2025-06-27T12:30,Elm_Lake,Elm Lake,Category_1,center,0.93,0.92,0.93,0.926667,0.005774,0.92,0.93,3,0.55,1,0.1,0.55,0.45,0.1,1,3,0.59,1.08,0.1,0.59,0.49,0.1,1.08,3,1,26.9,,,482.9,5.6,3.45,-71.412213,41.774745
sample_0276,2025-07-01,09:55,2025-07-01T09:55,Roosevelt_Lake,Roosevelt Lake,Category_1,shore,2.8,4.13,4.36,3.763333,0.84216,2.8,4.36,3,53.25,67.18,44.55,54.993333,11.415281,44.55,67.18,3,19.01,16.26,10.21,15.16,4.501944,10.21,19.01,3,0.1,,,,,,,-71.415769,41.784569
sample_0277,2025-07-01,10:10,2025-07-01T10:10,Polo_Lake,Polo Lake,Category_1,shore,0.83,0.84,0.83,0.833333,0.005774,0.83,0.84,3,2,3.25,3,2.75,0.661438,2,3.25,3,2.4,3.86,3.61,3.29,0.780833,2.4,3.86,3,0.1,,,,,,,-71.415236,41.786789
sample_0278,2025-07-01,10:38,2025-07-01T10:38,Cunliff_Lake,Cunliff Lake,Category_1,shore,1.2,1.2,0.99,1.13,0.121244,0.99,1.2,3,1.25,1.75,2,1.666667,0.381881,1.25,2,3,1.04,1.45,2.02,1.503333,0.492172,1.04,2.02,3,0.1,,,,,,,-71.413946,41.777299
sample_0279,2025-07-01,10:47,2025-07-01T10:47,Deep_Spring_Lake,Deep Spring Lake,Category_1,shore,0.79,0.67,0.57,0.676667,0.110151,0.57,0.79,3,0.1,0.1,0.1,0.1,0,0.1,0.1,3,0.12,0.13,0.17,0.14,0.026458,0.12,0.17,3,0.1,,,,,,,-71.415318,41.777521
sample_0280,2025-07-01,11:04,2025-07-01T11:04,Fenner_Pond,Fenner Pond,Category_1,shore,2.66,2.47,2.32,2.483333,0.170392,2.32,2.66,3,1.75,1.75,1.5,1.666667,0.144338,1.5,1.75,3,0.65,0.7,0.64,0.663333,0.032146,0.64,0.7,3,0.1,,,,,,,-71.41987,41.77198
sample_0281,2025-07-01,11:19,2025-07-01T11:19,Mashapaug_Pond,Mashapaug Pond,Category_2,shore,0.46,0.35,0.39,0.4,0.055678,0.35,0.46,3,5.25,4.75,6.75,5.583333,1.040833,4.75,6.75,3,11.17,13.57,17.3,14.013333,3.088953,11.17,17.3,3,0.1,,,,,,,-71.43253,41.79393
sample_0282,2025-07-01,11:36,2025-07-01T11:36,Spectacle_Pond,Spectacle Pond,Category_2,shore,1.92,2,1.89,1.936667,0.056862,1.89,2,3,10.74,8.75,10,9.83,1.005833,8.75,10.74,3,5.59,4.37,5.29,5.083333,0.635715,4.37,5.59,3,0.1,,,,,,,-71.44271,41.79039
sample_0283,2025-07-01,11:49,2025-07-01T11:49,Tongue_Pond,Tongue Pond,Category_2,shore,0.93,1.19,1.07,1.063333,0.130128,0.93,1.19,3,1.25,1.75,0.1,1.033333,0.846069,0.1,1.75,3,1.34,1.47,0.09,0.966667,0.761993,0.09,1.47,3,0.1,,,,,,,-71.442713,41.798137
sample_0284,2025-07-02,10:47,2025-07-02T10:47,Roosevelt_Lake,Roosevelt Lake,Category_1,center,0.68,0.99,1.56,1.076667,0.446356,0.68,1.56,3,10,13.48,6,9.826667,3.743011,6,13.48,3,14.7,13.61,3.84,10.716667,5.980254,3.84,14.7,3,0.1,26.4,,,506,6.99,4.02,-71.416989,41.782789
sample_0285,2025-07-02,11:10,2025-07-02T11:10,Polo_Lake,Polo Lake,Category_1,center,1.19,1.06,1.07,1.106667,0.072342,1.06,1.19,3,7,5,2.75,4.916667,2.126225,2.75,7,3,5.88,4.71,2.57,4.386667,1.678521,2.57,5.88,3,0.1,27.7,,,509,3.84,5.3,-71.415361,41.786453
sample_0286,2025-07-02,11:18,2025-07-02T11:18,Willow_Lake,Willow Lake,Category_1,center,0.99,0.85,0.92,0.92,0.07,0.85,0.99,3,3.5,3,1.75,2.75,0.901388,1.75,3.5,3,3.53,3.52,1.9,2.983333,0.938208,1.9,3.53,3,0.1,27.3,,,508,6.3,4.85,-71.414714,41.784821
sample_0287,2025-07-02,11:27,2025-07-02T11:27,Pleasure_Lake,Pleasure Lake,Category_1,center,1.44,1.38,1,1.273333,0.238607,1,1.44,3,7.25,11.98,5.5,8.243333,3.352258,5.5,11.98,3,5.03,8.68,5.5,6.403333,1.985607,5.03,8.68,3,0.1,27.7,,,501,8.36,5.83,-71.409977,41.785461
sample_0288,2025-07-02,11:41,2025-07-02T11:41,Edgewood_Lake,Edgewood Lake,Category_1,center,1.5,1.67,1.97,1.713333,0.237978,1.5,1.97,3,4.5,5.5,11.74,7.246667,3.923332,4.5,11.74,3,3,3.29,5.95,4.08,1.625946,3,5.95,3,0.1,28,,,469.1,6.59,6.35,-71.405214,41.782341
sample_0289,2025-07-02,11:53,2025-07-02T11:53,Cunliff_Lake,Cunliff Lake,Category_1,center,1.1,1,1.01,1.036667,0.055076,1,1.1,3,8.5,6.5,7.75,7.583333,1.010363,6.5,8.5,3,7.72,6.5,7.67,7.296667,0.690386,6.5,7.72,3,0.1,27.6,,,493.9,5.83,6.15,-71.411984,41.780101
sample_0290,2025-07-02,12:06,2025-07-02T12:06,Elm_Lake,Elm Lake,Category_1,center,0.69,0.66,0.84,0.73,0.096437,0.66,0.84,3,0.1,0.55,2,0.883333,0.992891,0.1,2,3,0.14,0.83,2.38,1.116667,1.147185,0.14,2.38,3,0.1,27.4,,,490.1,5.92,2.32,-71.412252,41.774612
sample_0291,2025-07-08,10:00,2025-07-08T10:00,Roosevelt_Lake,Roosevelt Lake,Category_1,center,0.76,0.88,0.85,0.83,0.06245,0.76,0.88,3,3.5,2.5,1.25,2.416667,1.127312,1.25,3.5,3,4.6,2.84,1.45,2.963333,1.578618,1.45,4.6,3,0.1,28,,,492.3,7.85,3.6,-71.41697,41.7828
sample_0292,2025-07-08,10:15,2025-07-08T10:15,Polo_Lake,Polo Lake,Category_1,center,6.11,6.29,6.47,6.29,0.18,6.11,6.47,3,4.5,3.25,3,3.583333,0.803638,3,4.5,3,0.73,0.51,0.46,0.566667,0.143643,0.46,0.73,3,0.1,29.4,,,502.1,9.06,8.2,-71.415696,41.786661
sample_0293,2025-07-08,10:16,2025-07-08T10:16,Willow_Lake,Willow Lake,Category_1,center,2.5,2.5,2.53,2.51,0.017321,2.5,2.53,3,3.75,4.5,7.25,5.166667,1.842779,3.75,7.25,3,1.5,1.8,2.86,2.053333,0.714516,1.5,2.86,3,0.1,27.9,,,479.2,7.45,5.2,-71.414743,41.784852
sample_0294,2025-07-08,10:33,2025-07-08T10:33,Pleasure_Lake,Pleasure Lake,Category_1,center,1.09,1.02,2.65,1.586667,0.921539,1.02,2.65,3,11.24,11.49,18.2,13.643333,3.948168,11.24,18.2,3,10.31,11.26,6.86,9.476667,2.315347,6.86,11.26,3,0.1,28.6,,,499.8,7.68,8.4,-71.409099,41.785257
sample_0295,2025-07-08,10:48,2025-07-08T10:48,Edgewood_Lake,Edgewood Lake,Category_1,center,1.59,1.47,1.51,1.523333,0.061101,1.47,1.59,3,40.82,54.75,38.59,44.72,8.757505,38.59,54.75,3,25.67,37.24,25.55,29.486667,6.714852,25.55,37.24,3,0.1,29.8,,,503.1,6.51,12.9,-71.405573,41.783131
sample_0296,2025-07-08,11:05,2025-07-08T11:05,Cunliff_Lake,Cunliff Lake,Category_1,center,1.29,1.4,1.22,1.303333,0.090738,1.22,1.4,3,13.97,8.25,10.74,10.986667,2.867967,8.25,13.97,3,10.82,5.89,8.8,8.503333,2.478353,5.89,10.82,3,0.1,28.8,,,496.7,7.94,7.5,-71.41256,41.77954
sample_0297,2025-07-08,11:18,2025-07-08T11:18,Elm_Lake,Elm Lake,Category_1,center,0.93,0.88,0.92,0.91,0.026458,0.88,0.93,3,9.25,6,5.75,7,1.952562,5.75,9.25,3,9.94,6.81,6.25,7.666667,1.988576,6.25,9.94,3,0.1,28.8,,,493.6,7.85,4.1,-71.411496,41.775107
sample_0298,2025-07-09,10:55,2025-07-09T10:55,Roosevelt_Lake,Roosevelt Lake,Category_1,shore,1.51,2.14,1.2,1.616667,0.478992,1.2,2.14,3,3.5,9.74,2.5,5.246667,3.923332,2.5,9.74,3,2.31,4.55,2.08,2.98,1.364515,2.08,4.55,3,0.1,,,,,,,-71.415921,41.78433
sample_0299,2025-07-09,11:09,2025-07-09T11:09,Polo_Lake,Polo Lake,Category_1,shore,6.93,7.23,7.35,7.17,0.216333,6.93,7.35,3,10.99,17.95,18.95,15.963333,4.335958,10.99,18.95,3,1.58,2.48,2.57,2.21,0.547449,1.58,2.57,3,0.1,,,,,,,-71.415617,41.786281
sample_0300,2025-07-09,11:18,2025-07-09T11:18,Cunliff_Lake,Cunliff Lake,Category_1,shore,3.2,3.5,3.7,3.466667,0.251661,3.2,3.7,3,175.64,212.46,189.07,192.39,18.633167,175.64,212.46,3,54.88,60.7,51.1,55.56,4.83599,51.1,60.7,3,0.1,,,,,,,-71.414062,41.777402
sample_0301,2025-07-09,11:38,2025-07-09T11:38,Deep_Spring_Lake,Deep Spring Lake,Category_1,shore,3.25,1.77,2.11,2.376667,0.775199,1.77,3.25,3,3.25,3.25,4.25,3.583333,0.57735,3.25,4.25,3,1,1.83,2.01,1.613333,0.538733,1,2.01,3,0.1,,,,,,,-71.415211,41.777151
sample_0302,2025-07-09,11:48,2025-07-09T11:48,Fenner_Pond,Fenner Pond,Category_1,shore,3.05,2.72,3.06,2.943333,0.193477,2.72,3.06,3,14.47,14.22,9.5,12.73,2.800054,9.5,14.47,3,4.74,5.22,3.1,4.353333,1.111635,3.1,5.22,3,0.1,,,,,,,-71.41987,41.77198
sample_0303,2025-07-09,12:07,2025-07-09T12:07,Mashapaug_Pond,Mashapaug Pond,Category_2,shore,0.71,0.68,0.69,0.693333,0.015275,0.68,0.71,3,26.65,17.45,16.21,20.103333,5.703379,16.21,26.65,3,37.53,25.66,23.49,28.893333,7.557859,23.49,37.53,3,0.1,,,,,,,-71.435266,41.793054
sample_0304,2025-07-09,12:19,2025-07-09T12:19,Spectacle_Pond,Spectacle Pond,Category_2,shore,3.55,3.82,3.77,3.713333,0.143643,3.55,3.82,3,8.25,11.74,10,9.996667,1.745002,8.25,11.74,3,2.32,3.07,2.65,2.68,0.375899,2.32,3.07,3,0.1,,,,,,,-71.42827,41.783237
sample_0305,2025-07-09,12:30,2025-07-09T12:30,Tongue_Pond,Tongue Pond,Category_2,shore,1.2,1.1,1.14,1.146667,0.050332,1.1,1.2,3,0.55,0.55,0.77,0.623333,0.127017,0.55,0.77,3,0.45,0.5,0.67,0.54,0.115326,0.45,0.67,3,0.1,,,,,,,-71.42827,41.783237
sample_0306,2025-07-15,09:51,2025-07-15T09:51,Roosevelt_Lake,Roosevelt Lake,Category_1,shore,0.78,0.66,0.66,0.7,0.069282,0.66,0.78,3,42.56,34.36,36.35,37.756667,4.277152,34.36,42.56,3,54.56,52.06,55.07,53.896667,1.610911,52.06,55.07,3,0.1,,,,,,,-71.415393,41.784679
sample_0307,2025-07-15,10:05,2025-07-15T10:05,Polo_Lake,Polo Lake,Category_1,shore,4.17,4.33,4.36,4.286667,0.102144,4.17,4.36,3,79.36,55.2,56.49,63.683333,13.591705,55.2,79.36,3,19.03,12.75,12.95,14.91,3.569426,12.75,19.03,3,0.1,,,,,,,-71.415255,41.786162
sample_0308,2025-07-15,10:34,2025-07-15T10:34,Cunliff_Lake,Cunliff Lake,Category_1,shore,2.45,2.24,2.63,2.44,0.195192,2.24,2.63,3,51.76,34.11,53.01,46.293333,10.569571,34.11,53.01,3,21.12,15.22,20.15,18.83,3.163748,15.22,21.12,3,0.1,,,,,,,-71.414244,41.77733
sample_0309,2025-07-15,10:41,2025-07-15T10:41,Deep_Spring_Lake,Deep Spring Lake,Category_1,shore,0.47,2.02,0.59,1.026667,0.862342,0.47,2.02,3,0.1,1,2,1.033333,0.950438,0.1,2,3,0.21,0.49,3.38,1.36,1.754964,0.21,3.38,3,0.1,,,,,,,-71.414724,41.777768
sample_0310,2025-07-15,11:09,2025-07-15T11:09,Fenner_Pond,Fenner Pond,Category_1,shore,1.48,1.2,1.35,1.343333,0.140119,1.2,1.48,3,3,2,2.75,2.583333,0.520416,2,3,3,2.02,1.66,2.03,1.903333,0.210792,1.66,2.03,3,0.1,,,,,,,-71.42033,41.769978
sample_0311,2025-07-15,11:25,2025-07-15T11:25,Mashapaug_Pond,Mashapaug Pond,Category_2,shore,0.36,0.34,0.45,0.383333,0.058595,0.34,0.45,3,12.98,11.98,18.95,14.636667,3.768771,11.98,18.95,3,36.05,35.23,42.11,37.796667,3.757889,35.23,42.11,3,0.1,,,,,,,-71.435397,41.793258
sample_0312,2025-07-15,11:38,2025-07-15T11:38,Spectacle_Pond,Spectacle Pond,Category_2,shore,1.1,1.08,1.11,1.096667,0.015275,1.08,1.11,3,15.46,15.96,15.22,15.546667,0.377536,15.22,15.96,3,14.05,14.77,13.71,14.176667,0.541233,13.71,14.77,3,0.1,,,,,,,-71.441599,41.788542
sample_0313,2025-07-15,11:53,2025-07-15T11:53,Tongue_Pond,Tongue Pond,Category_2,shore,0.47,0.48,0.41,0.453333,0.037859,0.41,0.48,3,0.55,1.75,0.32,0.873333,0.767876,0.32,1.75,3,1.17,3.64,0.78,1.863333,1.550946,0.78,3.64,3,0.1,,,,,,,-71.442222,41.797851
sample_0314,2025-07-16,10:50,2025-07-16T10:50,Roosevelt_Lake,Roosevelt Lake,Category_1,center,0.61,0.42,0.49,0.506667,0.09609,0.42,0.61,3,15.96,11.74,11.98,13.226667,2.370176,11.74,15.96,3,26.16,27.95,24.44,26.183333,1.755116,24.44,27.95,3,0.1,28.1,,,484.7,6.91,4.95,-71.417042,41.782853
sample_0315,2025-07-16,11:15,2025-07-16T11:15,Willow_Lake,Willow Lake,Category_1,center,1.26,0.92,0.96,1.046667,0.185831,0.92,1.26,3,16.12,10,13.48,13.2,3.069593,10,16.12,3,12.86,10.86,14.04,12.586667,1.607524,10.86,14.04,3,0.1,29.2,,,474.5,7.42,6.12,-71.414575,41.784669
