task_name,target_label,site_name,major_category,date,onset_label,termination_label,advisory_active,advisory_event_id,advisory_event_censored,advisory_event_termination_observed,t2m,t2m_min,t2m_max,t2mdew,uv_index,cloud,precip,t2m_rolling_mean_3d,t2m_rolling_mean_7d,t2m_rolling_mean_14d,t2m_rolling_mean_21d,t2m_rolling_mean_30d,t2m_min_rolling_mean_3d,t2m_min_rolling_mean_7d,t2m_min_rolling_mean_14d,t2m_min_rolling_mean_21d,t2m_min_rolling_mean_30d,t2m_max_rolling_mean_3d,t2m_max_rolling_mean_7d,t2m_max_rolling_mean_14d,t2m_max_rolling_mean_21d,t2m_max_rolling_mean_30d,t2mdew_rolling_mean_3d,t2mdew_rolling_mean_7d,t2mdew_rolling_mean_14d,t2mdew_rolling_mean_21d,t2mdew_rolling_mean_30d,uv_index_rolling_mean_3d,uv_index_rolling_mean_7d,uv_index_rolling_mean_14d,uv_index_rolling_mean_21d,uv_index_rolling_mean_30d,cloud_rolling_mean_3d,cloud_rolling_mean_7d,cloud_rolling_mean_14d,cloud_rolling_mean_21d,cloud_rolling_mean_30d,precip_rolling_sum_3d,precip_rolling_sum_7d,precip_rolling_sum_14d,precip_rolling_sum_21d,precip_rolling_sum_30d,dry_day_count_7d,dry_day_count_14d,dry_day_count_30d,year,month,day_of_year,warm_season_flag,day_of_year_sin,day_of_year_cos,has_sample,has_shore_sample,has_center_sample,available_locations,center_chlorophyll_ugl_max,center_chlorophyll_ugl_mean,center_chlorophyll_ugl_min,center_chlorophyll_ugl_replicate_count,center_chlorophyll_ugl_std,center_dissolved_oxygen_mg_l,center_earliest_sample_time,center_latest_sample_time,center_orp_mv,center_ph,center_phycocyanin_to_chlorophyll_ratio_max,center_phycocyanin_to_chlorophyll_ratio_mean,center_phycocyanin_to_chlorophyll_ratio_min,center_phycocyanin_to_chlorophyll_ratio_replicate_count,center_phycocyanin_to_chlorophyll_ratio_std,center_phycocyanin_ugl_max,center_phycocyanin_ugl_mean,center_phycocyanin_ugl_min,center_phycocyanin_ugl_replicate_count,center_phycocyanin_ugl_std,center_sample_count,center_sample_depth_feet,center_specific_conductivity_us_cm,center_turbidity_ntu,center_water_temperature_c,center_x_coordinate,center_y_coordinate,overall_chlorophyll_ugl_max,overall_chlorophyll_ugl_mean,overall_chlorophyll_ugl_min,overall_chlorophyll_ugl_replicate_count,overall_chlorophyll_ugl_std,overall_dissolved_oxygen_mg_l,overall_earliest_sample_time,overall_latest_sample_time,overall_orp_mv,overall_ph,overall_phycocyanin_to_chlorophyll_ratio_max,overall_phycocyanin_to_chlorophyll_ratio_mean,overall_phycocyanin_to_chlorophyll_ratio_min,overall_phycocyanin_to_chlorophyll_ratio_replicate_count,overall_phycocyanin_to_chlorophyll_ratio_std,overall_phycocyanin_ugl_max,overall_phycocyanin_ugl_mean,overall_phycocyanin_ugl_min,overall_phycocyanin_ugl_replicate_count,overall_phycocyanin_ugl_std,overall_sample_count,overall_sample_depth_feet,overall_specific_conductivity_us_cm,overall_turbidity_ntu,overall_water_temperature_c,overall_x_coordinate,overall_y_coordinate,shore_chlorophyll_ugl_max,shore_chlorophyll_ugl_mean,shore_chlorophyll_ugl_min,shore_chlorophyll_ugl_replicate_count,shore_chlorophyll_ugl_std,shore_dissolved_oxygen_mg_l,shore_earliest_sample_time,shore_latest_sample_time,shore_orp_mv,shore_ph,shore_phycocyanin_to_chlorophyll_ratio_max,shore_phycocyanin_to_chlorophyll_ratio_mean,shore_phycocyanin_to_chlorophyll_ratio_min,shore_phycocyanin_to_chlorophyll_ratio_replicate_count,shore_phycocyanin_to_chlorophyll_ratio_std,shore_phycocyanin_ugl_max,shore_phycocyanin_ugl_mean,shore_phycocyanin_ugl_min,shore_phycocyanin_ugl_replicate_count,shore_phycocyanin_ugl_std,shore_sample_count,shore_sample_depth_feet,shore_specific_conductivity_us_cm,shore_turbidity_ntu,shore_water_temperature_c,shore_x_coordinate,shore_y_coordinate,days_since_last_sample,latest_overall_chlorophyll_ugl_mean,latest_overall_phycocyanin_ugl_mean,latest_overall_phycocyanin_to_chlorophyll_ratio_mean,latest_overall_sample_depth_feet,latest_overall_water_temperature_c,latest_overall_ph,latest_overall_orp_mv,latest_overall_specific_conductivity_us_cm,latest_overall_dissolved_oxygen_mg_l,latest_overall_turbidity_ntu,delta_7d_overall_chlorophyll_ugl_mean,delta_14d_overall_chlorophyll_ugl_mean,delta_7d_overall_phycocyanin_ugl_mean,delta_14d_overall_phycocyanin_ugl_mean,delta_7d_overall_phycocyanin_to_chlorophyll_ratio_mean,delta_14d_overall_phycocyanin_to_chlorophyll_ratio_mean,delta_7d_overall_sample_depth_feet,delta_14d_overall_sample_depth_feet,delta_7d_overall_water_temperature_c,delta_14d_overall_water_temperature_c,delta_7d_overall_ph,delta_14d_overall_ph,delta_7d_overall_orp_mv,delta_14d_overall_orp_mv,delta_7d_overall_specific_conductivity_us_cm,delta_14d_overall_specific_conductivity_us_cm,delta_7d_overall_dissolved_oxygen_mg_l,delta_14d_overall_dissolved_oxygen_mg_l,delta_7d_overall_turbidity_ntu,delta_14d_overall_turbidity_ntu,onset_eligible,termination_eligible
termination,0,Mashapaug Pond,Category_2,2021-10-31,0,0,1,mashapaug_pond_event_10,0,1,15.49,14.21,17.075,13.78,0.515,69.335,16.81,14.236667,14.233571,14.674643,15.751905,16.225833,12.658333,12.549286,12.8475,13.99,14.634667,16.006667,15.990714,16.842143,17.978333,18.307167,12.068333,12.114286,11.286786,12.731429,13.220667,0.406667,0.37,0.5075,0.594762,0.646333,87.665,93.998571,66.1,61.139048,62.151167,42.43,103.95,105.56,112.735,150.5,0,2,5,2021,10,304,1,-0.869233,0.494403,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Mashapaug Pond,Category_2,2021-11-01,0,0,1,mashapaug_pond_event_10,0,1,13.42,12.095,15.065,8.61,0.525,8.87,0.015,14.715,13.802143,14.666071,15.567619,16.076,13.086667,12.382143,12.851071,13.78,14.504167,16.536667,15.392143,16.807143,17.750238,18.117833,12.198333,11.204286,11.273214,12.365952,13.083333,0.455,0.375714,0.497857,0.584524,0.631167,58.368333,81.109286,63.263571,57.816905,61.0535,41.845,92.56,105.48,112.4,150.515,0,2,4,2021,11,305,0,-0.8606,0.509282,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Mashapaug Pond,Category_2,2021-11-02,0,0,1,mashapaug_pond_event_10,0,1,11.615,9.56,13.49,5.25,0.445,82.93,1.825,13.508333,13.182143,14.532143,15.297143,15.828167,11.955,11.774286,12.711786,13.467619,14.2585,15.21,14.752857,16.551429,17.440476,17.873667,9.213333,9.839286,11.081071,11.883095,12.719667,0.495,0.403571,0.482143,0.568095,0.616,53.711667,78.79,67.514643,59.287619,61.3315,18.65,53.52,107.3,114.225,148.725,0,2,4,2021,11,306,0,-0.851712,0.52401,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Mashapaug Pond,Category_2,2021-11-03,0,0,1,mashapaug_pond_event_10,0,1,10.07,9.44,11.355,3.955,0.5,27.82,0.17,11.701667,12.763571,14.062857,14.934762,15.595667,10.365,11.440714,12.349286,13.127381,14.031667,13.303333,14.369286,15.950357,17.008333,17.654,5.938333,8.889286,10.507143,11.318095,12.325667,0.49,0.430714,0.470357,0.549048,0.616667,39.873333,68.682857,67.342143,60.24,58.9645,2.01,44.675,107.47,114.38,118.69,0,1,4,2021,11,307,0,-0.842572,0.538584,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Mashapaug Pond,Category_2,2021-11-04,0,0,1,mashapaug_pond_event_10,0,1,8.915,8.315,10.35,2.755,0.395,70.495,0.01,10.2,12.39,13.446071,14.470238,15.356,9.105,11.055,11.81,12.741429,13.795,11.731667,14.04,15.266429,16.507143,17.410667,3.986667,8.110714,9.622143,10.673571,11.9455,0.446667,0.440714,0.448929,0.528333,0.610833,60.415,64.73,69.445357,62.527381,58.057333,2.005,44.45,107.48,114.325,115.155,0,0,4,2021,11,308,0,-0.833183,0.552997,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Mashapaug Pond,Category_2,2021-11-05,0,0,1,mashapaug_pond_event_10,0,1,9.385,8.89,10.435,2.79,0.415,41.56,0.02,9.456667,12.018571,12.845714,14.044762,15.107167,8.881667,10.780714,11.355357,12.385476,13.561833,10.713333,13.605714,14.5975,16.022619,17.132,3.166667,7.335,8.738214,10.042381,11.618833,0.436667,0.445714,0.435,0.51881,0.595,46.625,56.844286,67.912857,60.80881,57.9485,0.2,43.87,107.4,114.325,115.17,0,0,4,2021,11,309,0,-0.823547,0.567248,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Mashapaug Pond,Category_2,2021-11-06,0,0,1,mashapaug_pond_event_10,0,1,9.58,8.79,11.105,1.285,0.43,16.965,0,9.293333,11.210714,12.509643,13.545714,14.8365,8.665,10.185714,11.099643,11.964048,13.318833,10.63,12.696429,14.198929,15.525,16.836333,2.276667,5.489286,8.208929,9.255238,11.184833,0.413333,0.460714,0.420357,0.504286,0.577,43.006667,45.425,66.171786,57.519524,58.231333,0.03,18.85,106.24,112.03,115.17,1,1,4,2021,11,310,0,-0.813668,0.58133,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Mashapaug Pond,Category_2,2021-11-07,0,0,1,mashapaug_pond_event_10,0,1,10.185,8.31,12.555,4.14,0.43,62.005,0,9.716667,10.452857,12.343214,13.267381,14.5905,8.663333,9.342857,10.946071,11.679286,13.0615,11.365,12.050714,14.020714,15.245,16.587333,2.738333,4.112143,8.113214,8.895238,10.810667,0.425,0.448571,0.409286,0.487857,0.558833,40.176667,44.377857,69.188214,58.859286,59.665167,0.02,2.04,105.99,107.6,115.125,2,2,5,2021,11,311,0,-0.803548,0.59524,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Mashapaug Pond,Category_2,2021-11-08,0,0,1,mashapaug_pond_event_10,0,1,12.075,10.75,14.235,6.99,0.46,16.85,0.005,10.613333,10.260714,12.031429,13.197619,14.437833,9.283333,9.150714,10.766429,11.617619,12.8835,12.631667,11.932143,13.662143,15.182143,16.4695,4.138333,3.880714,7.5425,8.809048,10.603,0.44,0.439286,0.4075,0.478333,0.550333,31.94,45.517857,63.313571,57.348333,57.039667,0.005,2.03,94.59,107.51,115.03,2,2,5,2021,11,312,0,-0.79319,0.608975,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Mashapaug Pond,Category_2,2021-11-09,0,0,1,mashapaug_pond_event_10,0,1,12.68,10.665,16.215,10.605,0.505,3.095,0,11.646667,10.412857,11.7975,13.159048,14.2905,9.908333,9.308571,10.541429,11.577381,12.686833,14.335,12.321429,13.537143,15.141429,16.411667,7.245,4.645714,7.2425,8.935952,10.458,0.465,0.447857,0.425714,0.470714,0.553167,27.316667,34.112857,56.451429,56.380714,53.817,0.005,0.205,53.725,107.505,114.78,3,3,6,2021,11,313,0,-0.782597,0.622529,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Mashapaug Pond,Category_2,2021-11-10,0,0,1,mashapaug_pond_event_10,0,1,12.595,11.15,15.44,9.975,0.48,35.1,0.025,12.45,10.773571,11.768571,12.966429,14.134,10.855,9.552857,10.496786,11.417143,12.508333,15.296667,12.905,13.637143,14.935238,16.2645,9.19,5.505714,7.1975,8.84,10.247667,0.481667,0.445,0.437857,0.461905,0.5445,18.348333,35.152857,51.917857,56.612381,52.365833,0.03,0.06,44.735,107.53,114.455,3,3,6,2021,11,314,0,-0.771773,0.635898,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Mashapaug Pond,Category_2,2021-11-11,0,0,1,mashapaug_pond_event_10,0,1,11.305,10.59,13.155,3.665,0.425,81.88,0,12.193333,11.115,11.7525,12.669048,13.934333,10.801667,9.877857,10.466429,11.165952,12.324,14.936667,13.305714,13.672857,14.612857,16.0365,8.081667,5.635714,6.873214,8.293333,9.856833,0.47,0.449286,0.445,0.449048,0.532333,40.025,36.779286,50.754643,58.556667,53.360333,0.025,0.05,44.5,107.53,114.455,4,4,6,2021,11,315,0,-0.76072,0.64908,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Mashapaug Pond,Category_2,2021-11-12,0,0,1,mashapaug_pond_event_10,0,1,14.23,11.495,16.85,12.48,0.14,95.11,24.025,12.71,11.807143,11.912857,12.499524,13.819333,11.078333,10.25,10.515357,10.986905,12.154333,15.148333,14.222143,13.913929,14.472381,15.917167,8.706667,7.02,7.1775,8.165476,9.7455,0.348333,0.41,0.427857,0.426667,0.507,70.696667,44.429286,50.636786,60.085,56.27,24.05,24.055,67.925,131.455,138.465,4,4,6,2021,11,316,0,-0.749442,0.66207,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Mashapaug Pond,Category_2,2021-11-13,0,0,1,mashapaug_pond_event_10,0,1,11.81,7.845,14.695,8.485,0.4,13.645,2.485,12.448333,12.125714,11.668214,12.381667,13.590667,9.976667,10.115,10.150357,10.771429,11.8685,14.9,14.735,13.715714,14.377619,15.711167,8.21,8.048571,6.768929,8.155476,9.485333,0.321667,0.405714,0.433214,0.415476,0.492667,63.545,43.955,44.69,58.76619,55.976167,26.51,26.54,45.39,132.78,140.885,3,4,6,2021,11,317,0,-0.737943,0.674863,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Mashapaug Pond,Category_2,2021-11-14,0,0,1,mashapaug_pond_event_10,0,1,9.525,7.82,11.53,4.895,0.305,63.895,0.295,11.855,12.031429,11.242143,12.239286,13.2975,9.053333,10.045,9.693929,10.645714,11.583667,14.358333,14.588571,13.319643,14.21,15.4085,8.62,8.156429,6.134286,8.127619,9.113667,0.281667,0.387857,0.418214,0.402143,0.482333,57.55,44.225,44.301429,60.867143,55.517667,26.805,26.835,28.875,132.825,141.16,2,4,6,2021,11,318,0,-0.726225,0.687457,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Mashapaug Pond,Category_2,2021-11-15,0,0,1,mashapaug_pond_event_10,0,1,9.115,7.555,11.515,5.38,0.265,61.345,4.605,10.15,11.608571,10.934643,11.890476,12.932667,7.74,9.588571,9.369643,10.37381,11.2475,12.58,14.2,13.066071,13.841429,15.073833,6.253333,7.926429,5.903571,7.670476,8.699167,0.323333,0.36,0.399643,0.391667,0.466667,46.295,50.581429,48.049643,59.069524,54.6945,7.385,31.435,33.465,126.025,143.47,2,4,6,2021,11,319,0,-0.714292,0.699848,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Mashapaug Pond,Category_2,2021-11-16,0,0,1,mashapaug_pond_event_10,0,1,7.495,5.92,9.14,2.545,0.28,19.435,0.03,8.711667,10.867857,10.640357,11.487619,12.648167,7.098333,8.910714,9.109643,9.997857,10.9685,10.728333,13.189286,12.755357,13.42119,14.764,4.273333,6.775,5.710357,7.086667,8.394,0.283333,0.327857,0.387857,0.393095,0.450167,48.225,52.915714,43.514286,55.272857,54.213333,4.93,31.465,31.67,85.19,139.07,1,4,6,2021,11,320,0,-0.702148,0.712031,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Mashapaug Pond,Category_2,2021-11-17,0,0,1,mashapaug_pond_event_10,0,1,8.025,6.26,12.755,3.1,0.295,45.295,0,8.211667,10.215,10.494286,11.250714,12.464333,6.578333,8.212143,8.8825,9.735238,10.775667,11.136667,12.805714,12.855357,13.36,14.670667,3.675,5.792857,5.649286,6.729286,8.204,0.28,0.301429,0.373214,0.392381,0.438,42.025,54.372143,44.7625,52.735952,54.103833,4.635,31.44,31.5,76.175,138.975,2,5,7,2021,11,321,0,-0.689796,0.724004,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Mashapaug Pond,Category_2,2021-11-18,0,0,1,mashapaug_pond_event_10,0,1,14.45,12.875,16.41,13.115,0.36,7.83,0.63,9.99,10.664286,10.889643,11.389762,12.496333,8.351667,8.538571,9.208214,9.82381,10.821167,12.768333,13.270714,13.288214,13.53881,14.648667,6.253333,7.142857,6.389286,6.963095,8.3765,0.311667,0.292143,0.370714,0.394048,0.427833,24.186667,43.793571,40.286429,48.434286,53.584333,0.66,32.07,32.12,76.57,139.6,1,5,7,2021,11,322,0,-0.67724,0.735762,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Mashapaug Pond,Category_2,2021-11-19,0,0,1,mashapaug_pond_event_10,0,1,8.3,6.275,13.565,4.27,0.28,55.5,4.225,10.258333,9.817143,10.812143,11.214286,12.218333,8.47,7.792857,9.021429,9.607857,10.5465,14.243333,12.801429,13.511786,13.543095,14.441833,6.828333,5.97,6.495,6.775,8.119167,0.311667,0.312143,0.361071,0.389286,0.415,36.208333,38.135,41.282143,46.469524,54.4265,4.855,12.27,36.325,80.195,143.825,1,5,6,2021,11,323,0,-0.664483,0.747303,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Mashapaug Pond,Category_2,2021-11-20,0,0,1,mashapaug_pond_event_10,0,1,6.955,6.03,8.435,1.09,0.29,22.835,0,9.901667,9.123571,10.624643,10.82,11.865167,8.393333,7.533571,8.824286,9.278095,10.218667,12.803333,11.907143,13.321071,13.112857,14.058833,6.158333,4.913571,6.481071,6.150476,7.650667,0.31,0.296429,0.351071,0.387619,0.4015,28.721667,39.447857,41.701429,42.942619,53.819333,4.855,9.785,36.325,55.175,143.825,2,5,6,2021,11,324,0,-0.65153,0.758623,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Mashapaug Pond,Category_2,2021-11-21,0,0,1,mashapaug_pond_event_10,0,1,11.345,8.665,12.825,8.32,0.235,98.05,0.75,8.866667,9.383571,10.7075,10.622619,11.650333,6.99,7.654286,8.849643,9.014048,9.999,11.608333,12.092143,13.340357,12.910476,13.826333,4.56,5.402857,6.779643,5.890476,7.4225,0.268333,0.286429,0.337143,0.374286,0.389,58.795,44.327143,44.276071,44.31,54.987167,4.975,10.24,37.075,39.115,144.475,2,4,6,2021,11,325,0,-0.638384,0.769718,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Mashapaug Pond,Category_2,2021-11-22,0,0,1,mashapaug_pond_event_10,0,1,11.41,6.405,13.71,8.965,0.145,99.735,6.07,9.903333,9.711429,10.66,10.526905,11.5545,7.033333,7.49,8.539286,8.743095,9.800167,11.656667,12.405714,13.302857,12.845952,13.727167,6.125,5.915,6.920714,5.907381,7.4315,0.223333,0.269286,0.314643,0.35619,0.372667,73.54,49.811429,50.196429,48.636905,56.933667,6.82,11.705,43.14,45.17,149.385,2,4,6,2021,11,326,0,-0.62505,0.780585,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Mashapaug Pond,Category_2,2021-11-23,0,0,1,mashapaug_pond_event_10,0,1,4.92,1.955,6.625,0.135,0.265,68.795,0,9.225,9.343571,10.105714,10.208095,11.301333,5.675,6.923571,7.917143,8.380952,9.516667,11.053333,12.046429,12.617857,12.519048,13.446333,5.806667,5.570714,6.172857,5.66381,7.253333,0.215,0.267143,0.2975,0.347619,0.362,88.86,56.862857,54.889286,47.96381,58.567667,6.82,11.675,43.14,43.345,149.135,3,4,7,2021,11,327,0,-0.61153,0.791221,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Mashapaug Pond,Category_2,2021-11-24,0,0,1,mashapaug_pond_event_10,0,1,4.72,1.76,6.795,-0.315,0.24,8.75,0,7.016667,8.871429,9.543214,9.953333,10.910667,3.373333,6.280714,7.246429,8.015238,9.133167,9.043333,11.195,12.000357,12.301905,13.031,2.928333,5.082857,5.437857,5.460476,6.7435,0.216667,0.259286,0.280357,0.335238,0.353833,59.093333,51.642143,53.007143,47.055714,55.556167,6.07,11.675,43.115,43.175,137.73,3,5,8,2021,11,328,0,-0.597829,0.801624,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Mashapaug Pond,Category_2,2021-11-25,0,0,1,mashapaug_pond_event_10,0,1,8.92,6.6,11.29,3.3,0.265,74.305,0,6.186667,8.081429,9.372857,9.953571,10.676167,3.438333,5.384286,6.961429,7.933571,8.892667,8.236667,10.463571,11.867143,12.346667,12.8085,1.04,3.680714,5.411786,5.486429,6.36,0.256667,0.245714,0.268929,0.329048,0.354333,50.616667,61.138571,52.466071,47.237143,54.7275,-0,11.045,43.115,43.165,96.865,4,5,9,2021,11,329,0,-0.583951,0.811789,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Mashapaug Pond,Category_2,2021-11-26,0,0,1,mashapaug_pond_event_10,0,1,7.87,4.47,9.87,5.53,0.11,99.75,4.395,7.17,8.02,8.918571,9.881429,10.505167,4.276667,5.126429,6.459643,7.723095,8.649167,9.318333,9.935714,11.368571,12.319762,12.6695,2.838333,3.860714,4.915357,5.616905,6.190833,0.205,0.221429,0.266786,0.314524,0.347667,60.935,67.46,52.7975,50.008095,54.766833,4.395,11.215,23.485,47.54,92.245,4,5,9,2021,11,330,0,-0.569901,0.821713,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Mashapaug Pond,Category_2,2021-11-27,0,0,1,mashapaug_pond_event_10,0,1,4.22,2.835,5.255,0.215,0.225,57.745,0.035,7.003333,7.629286,8.376429,9.62619,10.2615,4.635,4.67,6.101786,7.439524,8.3765,8.805,9.481429,10.694286,12.04119,12.422833,3.015,3.735714,4.324643,5.565952,5.9245,0.2,0.212143,0.254286,0.304762,0.344333,77.266667,72.447143,55.9475,51.95,53.4195,4.43,11.25,21.035,47.575,92.045,3,5,9,2021,11,331,0,-0.555682,0.831395,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
termination,0,Mashapaug Pond,Category_2,2021-11-28,0,0,1,mashapaug_pond_event_10,0,1,4.24,2.68,5.5,0.06,0.17,96.68,0.3,5.443333,6.614286,7.998929,9.343095,10.003333,3.328333,3.815,5.734643,7.171429,8.1055,6.875,8.435,10.263571,11.705238,12.157,1.935,2.555714,3.979286,5.371667,5.6525,0.168333,0.202857,0.244643,0.292381,0.337333,84.725,72.251429,58.289286,53.60119,53.416833,4.73,10.8,21.04,47.875,91.745,3,5,9,2021,11,332,0,-0.541298,0.840831,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
